user_id,creation_time,last_session_creation_time,opted_in_to_mailing_list,enabled_for_marketing_drip,org_id,invited_by_user_id,cs_ORG_INVITE,cs_PERSONAL_PROJECTS,cs_SIGNUP,cs_SIGNUP_GOOGLE_AUTH,in_org,num_invited
44,2014-05-28 16:43:12,2014-05-29 16:43:12,0,0,14,0,0,0,1,0,1,0
45,2014-04-29 21:55:19,2014-04-30 21:55:19,1,0,4,0,0,0,0,1,1,0
46,2014-01-01 18:42:08,2014-01-01 18:42:08,0,0,127,2125,1,0,0,0,1,0
47,2012-06-07 13:23:02,2012-06-08 13:23:02,1,1,32,11800,1,0,0,0,1,6
48,2013-11-03 14:37:00,2013-11-04 14:37:00,0,0,224,526,1,0,0,0,1,0
49,2013-10-13 10:06:52,2013-10-13 10:06:52,0,0,304,0,0,0,1,0,1,1
50,2012-06-03 11:02:08,2012-10-23 11:02:08,0,0,61,50,0,0,0,0,1,7
51,2013-08-22 09:53:43,2013-08-22 09:53:43,0,1,0,9093,1,0,0,0,0,0
52,2014-04-07 22:53:31,,0,0,0,0,0,1,0,0,0,0
53,2013-02-09 23:47:15,2013-05-05 23:47:15,0,0,37,3641,0,0,0,0,1,0
54,2013-03-17 12:31:27,2013-03-20 12:31:27,1,1,51,3876,0,0,0,0,1,0
55,2012-07-18 23:00:26,2012-07-20 23:00:26,0,0,229,0,0,0,0,1,1,4
56,2013-12-01 08:50:02,2013-12-02 08:50:02,0,0,229,55,0,0,0,0,1,0
57,2013-11-18 17:48:04,2013-11-19 17:48:04,0,0,88,2436,0,0,0,0,1,0
58,2013-01-28 17:44:26,2013-01-28 17:44:26,1,0,304,6447,1,0,0,0,1,0
59,2014-03-07 03:21:57,2014-06-01 03:21:57,0,0,325,0,0,0,0,1,1,0
60,2014-03-21 22:56:03,2014-05-15 22:56:03,0,0,88,3463,1,0,0,0,1,0
61,2014-05-14 03:45:47,2014-05-14 03:45:47,0,0,150,0,0,0,0,1,1,0
62,2013-07-09 14:08:31,,0,0,347,0,0,0,1,0,1,0
63,2012-12-20 16:30:52,2014-06-04 16:30:52,0,0,203,0,0,0,0,1,1,0
64,2014-03-13 22:02:50,2014-03-15 22:02:50,0,0,21,0,0,0,1,0,1,0
65,2013-08-27 00:38:29,2013-08-29 00:38:29,0,0,409,0,0,0,0,1,1,0
66,2014-02-03 14:50:52,2014-02-03 14:50:52,0,0,215,11389,1,0,0,0,1,0
67,2014-04-23 10:52:20,2014-04-24 10:52:20,0,0,141,763,1,0,0,0,1,0
68,2014-01-22 08:24:31,2014-01-23 08:24:31,1,0,5,0,0,0,0,1,1,0
69,2012-06-29 10:15:18,2014-05-30 10:15:18,0,0,107,5022,0,0,0,0,1,4
70,2014-05-30 04:43:46,,0,0,184,10152,0,0,0,0,1,0
71,2013-12-01 20:13:21,,0,0,310,0,0,1,0,0,1,0
72,2013-08-21 11:56:14,2013-08-23 11:56:14,0,0,367,0,0,0,1,0,1,0
73,2013-04-16 17:32:43,2013-04-17 17:32:43,0,0,389,6169,1,0,0,0,1,0
74,2013-01-14 00:02:41,2013-08-24 00:02:41,0,0,89,0,0,0,0,1,1,0
75,2014-01-25 01:05:21,2014-01-25 01:05:21,0,0,242,0,0,0,1,0,1,0
76,2014-05-17 16:58:45,2014-05-18 16:58:45,1,1,51,0,0,0,1,0,1,0
77,2012-12-20 16:31:21,2013-01-17 16:31:21,1,1,68,0,0,0,1,0,1,0
78,2012-06-28 17:36:39,2012-06-28 17:36:39,1,0,16,0,0,1,0,0,1,5
79,2013-05-29 20:17:43,,0,0,401,9912,0,0,0,0,1,1
80,2014-02-28 21:30:38,2014-05-04 21:30:38,1,1,49,238,1,0,0,0,1,0
81,2013-06-26 03:57:41,2014-05-28 03:57:41,1,0,185,0,0,1,0,0,1,0
82,2013-02-12 02:10:40,2014-06-04 02:10:40,0,0,91,3732,0,0,0,0,1,0
83,2013-01-26 09:44:23,2013-01-27 09:44:23,1,0,172,9016,1,0,0,0,1,0
84,2014-01-28 04:48:29,2014-01-29 04:48:29,0,0,8,2050,1,0,0,0,1,0
85,2013-08-16 18:00:53,2013-08-19 18:00:53,1,1,43,10481,1,0,0,0,1,0
86,2012-11-11 02:50:15,2012-11-14 02:50:15,0,0,249,9312,1,0,0,0,1,0
87,2013-09-11 22:53:29,2014-05-22 22:53:29,1,0,26,0,0,0,1,0,1,0
88,2012-08-16 10:42:26,2012-08-16 10:42:26,0,0,139,0,0,0,1,0,1,0
89,2012-08-07 22:12:00,2012-08-09 22:12:00,0,0,70,0,0,0,1,0,1,0
90,2013-08-07 00:33:23,2013-08-07 00:33:23,0,0,10,5961,1,0,0,0,1,0
91,2013-03-19 17:20:36,2013-03-20 17:20:36,0,0,252,0,0,0,1,0,1,0
92,2013-02-24 20:33:23,2013-02-24 20:33:23,0,0,91,0,0,0,0,1,1,0
93,2012-09-10 08:07:18,,0,0,53,2126,1,0,0,0,1,2
94,2013-06-04 13:58:03,2013-06-09 13:58:03,0,0,69,0,0,0,1,0,1,0
95,2014-03-09 06:30:04,2014-05-01 06:30:04,0,0,119,0,0,1,0,0,1,0
96,2014-03-12 00:33:22,2014-03-25 00:33:22,0,0,130,451,1,0,0,0,1,0
97,2013-10-02 20:29:41,2013-10-02 20:29:41,0,0,3,0,0,0,0,1,1,0
98,2014-05-13 15:52:03,2014-05-13 15:52:03,0,0,196,6529,1,0,0,0,1,0
99,2012-09-26 23:27:02,2012-09-30 23:27:02,0,1,335,1261,1,0,0,0,1,0
100,2013-06-14 08:41:36,2013-06-17 08:41:36,0,0,375,8357,1,0,0,0,1,0
101,2013-08-15 22:38:05,2013-08-16 22:38:05,0,0,303,5141,0,0,0,0,1,0
102,2013-03-29 03:30:44,,0,0,307,0,0,1,0,0,1,0
103,2012-12-02 10:44:08,2012-12-02 10:44:08,1,1,25,4144,0,0,0,0,1,1
104,2014-05-09 21:38:17,,0,1,370,0,0,1,0,0,1,0
105,2012-11-23 14:35:19,2012-11-25 14:35:19,1,1,134,4189,1,0,0,0,1,0
106,2012-09-22 06:34:37,2012-09-23 06:34:37,0,0,83,0,0,1,0,0,1,0
107,2013-09-20 05:39:25,2013-09-23 05:39:25,0,0,27,0,0,0,1,0,1,0
108,2013-04-16 20:10:27,,1,0,306,3522,0,0,0,0,1,1
109,2012-08-28 05:18:22,2012-08-31 05:18:22,1,0,118,0,0,0,1,0,1,0
110,2013-11-01 14:02:47,2013-11-03 14:02:47,0,0,295,6954,1,0,0,0,1,0
111,2013-08-31 02:56:48,2013-09-01 02:56:48,0,0,19,0,0,0,1,0,1,0
112,2012-12-09 08:21:30,2012-12-10 08:21:30,0,0,301,3261,1,0,0,0,1,0
113,2014-04-24 19:07:55,2014-04-28 19:07:55,0,0,100,0,0,0,1,0,1,0
114,2014-05-30 14:33:37,2014-05-31 14:33:37,0,0,112,10054,0,0,0,0,1,0
115,2014-05-27 21:26:58,2014-05-27 21:26:58,0,0,263,3096,0,0,0,0,1,0
116,2012-09-04 01:40:16,2012-09-04 01:40:16,0,0,0,8212,1,0,0,0,0,4
117,2013-08-04 05:52:15,2013-08-06 05:52:15,0,0,39,9230,0,0,0,0,1,0
118,2014-01-04 11:50:42,,1,1,12,6799,0,0,0,0,1,0
119,2012-09-24 01:04:25,2012-09-25 01:04:25,0,0,184,0,0,0,1,0,1,0
120,2013-03-11 07:52:10,,1,0,86,9709,0,0,0,0,1,2
121,2013-01-03 23:57:39,2013-01-03 23:57:39,1,0,402,121,0,0,0,0,1,7
122,2013-03-18 07:10:14,,0,0,42,8068,0,0,0,0,1,0
123,2014-03-15 16:49:14,2014-03-16 16:49:14,0,0,103,0,0,0,1,0,1,0
124,2013-05-01 00:23:57,2013-05-01 00:23:57,0,0,373,0,0,1,0,0,1,0
125,2013-05-26 20:51:51,2013-05-26 20:51:51,0,0,268,8740,1,0,0,0,1,0
126,2013-08-09 12:00:02,2013-09-24 12:00:02,1,1,112,5348,1,0,0,0,1,0
127,2013-03-11 22:07:19,2013-03-13 22:07:19,0,0,30,0,0,0,1,0,1,0
128,2014-04-10 06:36:43,2014-04-20 06:36:43,0,1,53,0,0,0,1,0,1,0
129,2013-01-21 01:04:45,,0,0,193,0,0,1,0,0,1,1
130,2012-07-03 14:09:15,,0,0,406,0,0,1,0,0,1,2
131,2013-02-07 02:31:15,,0,0,48,0,0,1,0,0,1,1
132,2013-08-15 12:51:38,2013-08-16 12:51:38,0,0,263,3096,0,0,0,0,1,0
133,2013-09-12 12:39:43,2014-05-18 12:39:43,0,0,249,0,0,0,1,0,1,0
134,2013-05-29 09:48:15,,0,0,4,0,0,1,0,0,1,1
135,2014-01-23 02:23:23,2014-06-02 02:23:23,0,0,313,6271,1,0,0,0,1,0
136,2014-04-02 18:50:13,2014-05-21 18:50:13,1,0,92,0,0,0,0,1,1,0
137,2012-11-15 23:07:41,,0,0,9,0,0,1,0,0,1,5
138,2013-07-04 20:12:30,2013-07-04 20:12:30,0,0,138,0,0,0,0,1,1,0
139,2014-03-29 19:43:30,2014-03-29 19:43:30,0,0,261,8610,1,0,0,0,1,0
140,2013-06-03 19:47:59,2013-06-03 19:47:59,0,1,35,11466,0,0,0,0,1,0
141,2013-09-18 20:17:54,2014-02-03 20:17:54,0,0,264,10977,1,0,0,0,1,0
142,2014-03-03 00:48:56,2014-05-25 00:48:56,0,0,95,0,0,1,0,0,1,0
143,2012-06-30 22:56:57,2012-06-30 22:56:57,0,0,325,7801,0,0,0,0,1,1
144,2013-02-16 11:33:35,2013-02-18 11:33:35,1,0,55,0,0,0,1,0,1,0
145,2013-07-25 11:55:00,,1,0,254,604,0,0,0,0,1,0
146,2013-03-13 13:52:18,2014-06-04 13:52:18,0,0,60,2354,1,0,0,0,1,0
147,2012-09-13 01:47:21,2012-09-13 01:47:21,0,0,1,10368,1,0,0,0,1,2
148,2014-03-29 12:51:11,,0,0,2,0,0,1,0,0,1,0
149,2012-09-13 09:54:14,,0,0,63,7027,1,0,0,0,1,3
150,2014-05-30 20:30:10,2014-05-30 20:30:10,0,0,10,0,0,0,1,0,1,0
151,2013-04-12 11:45:27,2013-04-12 11:45:27,0,0,11,0,0,0,1,0,1,0
152,2013-10-15 09:40:49,,1,1,234,7393,0,0,0,0,1,0
153,2013-04-28 00:00:14,2014-05-24 00:00:14,0,0,64,0,0,0,1,0,1,1
154,2014-05-13 12:30:24,2014-05-15 12:30:24,0,0,28,7110,1,0,0,0,1,0
155,2013-04-21 13:12:13,2013-04-22 13:12:13,0,0,410,1697,0,0,0,0,1,0
156,2014-03-06 21:52:11,2014-03-06 21:52:11,1,0,170,0,0,0,1,0,1,0
157,2014-02-15 15:44:37,,0,0,118,9434,1,0,0,0,1,0
158,2013-12-26 21:55:04,2013-12-27 21:55:04,0,0,42,0,0,0,1,0,1,0
159,2014-05-18 06:21:10,2014-05-18 06:21:10,0,0,374,10042,1,0,0,0,1,0
160,2013-04-26 17:08:27,2014-05-24 17:08:27,1,1,15,8331,1,0,0,0,1,0
161,2014-05-19 10:30:49,2014-05-23 10:30:49,1,0,17,0,0,0,0,1,1,0
162,2014-02-19 22:15:16,2014-02-20 22:15:16,0,0,15,8006,0,0,0,0,1,0
163,2014-05-20 10:33:20,,0,0,1,0,0,1,0,0,1,0
164,2013-04-30 22:24:37,2013-04-30 22:24:37,0,1,364,0,0,0,1,0,1,0
165,2012-12-28 09:13:24,2013-04-07 09:13:24,0,0,62,0,0,0,0,1,1,1
166,2014-03-17 03:50:03,,1,0,244,0,0,1,0,0,1,0
167,2014-02-22 15:00:07,2014-02-22 15:00:07,1,0,342,0,0,1,0,0,1,0
168,2012-12-15 03:16:09,2014-05-30 03:16:09,0,0,225,7104,1,0,0,0,1,0
169,2013-04-09 10:42:00,,0,0,88,3298,1,0,0,0,1,1
170,2014-01-06 09:37:49,,1,1,134,11484,1,0,0,0,1,0
171,2014-04-19 08:58:40,2014-05-16 08:58:40,0,0,121,0,0,0,1,0,1,0
172,2013-06-16 04:53:17,2013-09-17 04:53:17,0,0,255,1846,1,0,0,0,1,0
173,2013-10-24 19:58:06,2013-10-24 19:58:06,1,0,7,0,0,1,0,0,1,0
174,2013-06-17 05:03:06,2014-01-24 05:03:06,0,0,411,3345,0,0,0,0,1,0
175,2012-08-14 07:22:35,2012-08-14 07:22:35,0,0,217,0,0,1,0,0,1,1
176,2013-04-08 02:51:24,2013-04-08 02:51:24,0,0,109,0,0,0,0,1,1,0
177,2012-11-03 22:31:03,,0,0,165,0,0,1,0,0,1,0
178,2012-06-08 14:44:58,2012-06-08 14:44:58,0,0,415,178,1,0,0,0,1,4
179,2013-04-14 20:47:44,2013-04-15 20:47:44,0,0,11,7701,1,0,0,0,1,0
180,2014-01-11 15:46:10,2014-01-11 15:46:10,0,0,104,0,0,0,1,0,1,0
181,2012-10-02 13:54:51,2012-10-02 13:54:51,0,0,329,0,0,0,1,0,1,1
182,2013-11-19 02:59:36,2013-11-20 02:59:36,0,0,139,8529,1,0,0,0,1,0
183,2014-05-08 19:24:00,2014-05-08 19:24:00,0,0,278,0,0,1,0,0,1,0
184,2014-01-28 17:24:34,2014-01-28 17:24:34,0,0,30,0,0,0,1,0,1,0
185,2014-01-25 06:38:57,2014-06-04 06:38:57,0,0,116,2962,0,0,0,0,1,0
186,2014-03-26 02:01:52,,1,1,151,11304,1,0,0,0,1,0
187,2014-05-28 19:49:40,2014-05-28 19:49:40,0,0,290,4926,1,0,0,0,1,0
188,2014-03-18 21:34:09,2014-05-27 21:34:09,0,0,30,3833,1,0,0,0,1,0
189,2013-08-13 16:02:49,2013-08-13 16:02:49,0,1,252,0,0,1,0,0,1,0
190,2012-07-02 00:48:13,,0,0,200,4430,0,0,0,0,1,2
191,2013-07-31 10:23:21,,0,0,0,3890,0,0,0,0,0,0
192,2013-10-23 12:47:58,,0,0,187,0,0,0,1,0,1,0
193,2012-10-30 04:15:49,2012-10-30 04:15:49,1,0,122,193,1,0,0,0,1,6
194,2013-10-12 23:07:33,,0,0,353,3192,0,0,0,0,1,0
195,2013-10-03 11:44:49,2013-10-04 11:44:49,0,0,135,2359,1,0,0,0,1,0
196,2014-02-16 11:48:46,2014-02-17 11:48:46,0,0,3,10370,0,0,0,0,1,0
197,2012-07-04 00:26:31,2014-06-01 00:26:31,1,0,135,9608,0,0,0,0,1,4
198,2013-05-11 09:00:36,2013-05-11 09:00:36,0,1,328,646,1,0,0,0,1,0
199,2013-09-21 08:30:50,,0,0,64,9286,0,0,0,0,1,0
200,2013-02-23 12:41:33,2014-06-04 12:41:33,1,1,107,11734,1,0,0,0,1,1
201,2013-12-07 01:40:41,2013-12-08 01:40:41,1,1,263,6087,1,0,0,0,1,0
202,2013-11-10 05:10:24,2014-05-25 05:10:24,1,0,5,3246,0,0,0,0,1,0
203,2013-06-10 11:16:04,2014-06-04 11:16:04,1,0,263,3096,0,0,0,0,1,0
204,2013-03-24 08:03:02,2013-03-28 08:03:02,0,0,36,0,0,0,1,0,1,0
205,2012-08-30 06:46:12,2012-08-30 06:46:12,0,0,0,0,0,1,0,0,0,0
206,2013-12-03 19:20:53,2013-12-03 19:20:53,0,1,13,0,0,1,0,0,1,0
207,2012-10-26 15:46:28,,0,0,341,0,0,1,0,0,1,0
208,2013-07-29 12:39:04,2013-07-31 12:39:04,0,0,349,0,0,0,1,0,1,0
209,2013-08-02 22:55:31,2014-06-03 22:55:31,0,0,184,0,0,1,0,0,1,0
210,2014-04-29 17:50:33,2014-04-29 17:50:33,0,0,353,3192,0,0,0,0,1,0
211,2013-10-15 14:33:01,2013-10-16 14:33:01,1,0,1,5107,1,0,0,0,1,0
212,2013-03-24 18:05:10,2013-03-29 18:05:10,0,0,342,3233,1,0,0,0,1,0
213,2014-03-13 05:17:13,2014-03-15 05:17:13,1,0,64,9286,1,0,0,0,1,0
214,2013-01-15 04:33:07,2014-06-03 04:33:07,0,0,304,6447,0,0,0,0,1,0
215,2014-05-04 06:32:25,2014-05-05 06:32:25,0,0,25,0,0,0,1,0,1,0
216,2013-12-14 13:45:58,2013-12-17 13:45:58,0,0,15,0,0,0,1,0,1,0
217,2014-04-04 01:32:44,2014-04-04 01:32:44,1,0,198,0,0,0,0,1,1,0
218,2014-04-22 21:36:35,,0,1,153,10104,0,0,0,0,1,0
219,2014-05-30 11:32:35,2014-06-01 11:32:35,1,0,303,2244,1,0,0,0,1,0
220,2012-07-23 21:07:40,2012-07-24 21:07:40,0,1,68,0,0,0,0,1,1,2
221,2014-05-16 21:56:06,2014-06-03 21:56:06,0,0,108,0,0,0,0,1,1,0
222,2014-04-24 21:47:29,2014-04-24 21:47:29,1,1,77,0,0,0,1,0,1,0
223,2014-05-13 21:09:06,2014-05-14 21:09:06,0,0,142,1149,1,0,0,0,1,0
224,2014-04-20 18:05:11,,0,0,5,0,0,0,1,0,1,0
225,2013-10-25 12:16:14,2013-10-27 12:16:14,0,0,254,0,0,1,0,0,1,0
226,2013-10-07 23:22:18,2013-10-07 23:22:18,0,0,81,0,0,0,0,1,1,0
227,2013-07-16 01:46:58,2013-07-16 01:46:58,1,0,275,5748,1,0,0,0,1,0
228,2013-07-13 00:34:23,2013-07-16 00:34:23,1,1,7,5650,1,0,0,0,1,0
229,2012-09-01 02:25:43,,1,0,242,229,1,0,0,0,1,2
230,2013-03-20 22:47:50,2014-06-04 22:47:50,0,0,278,1585,1,0,0,0,1,1
231,2012-11-08 17:17:49,,0,0,176,0,0,1,0,0,1,2
232,2013-10-16 17:43:35,2013-10-18 17:43:35,0,0,2,9371,1,0,0,0,1,0
233,2013-08-06 15:03:13,,0,0,87,10308,1,0,0,0,1,0
234,2014-05-30 15:44:36,2014-05-30 15:44:36,0,0,191,0,0,0,0,1,1,0
235,2013-11-23 23:37:26,2013-11-27 23:37:26,0,0,7,0,0,1,0,0,1,0
236,2013-05-27 19:48:24,2013-05-28 19:48:24,0,0,7,3452,0,0,0,0,1,0
237,2014-05-10 21:00:03,2014-05-10 21:00:03,1,1,8,0,0,0,1,0,1,0
238,2012-11-17 14:19:28,2012-11-19 14:19:28,0,0,49,0,0,1,0,0,1,3
239,2013-11-04 18:32:14,2013-11-04 18:32:14,0,0,36,0,0,0,1,0,1,0
240,2014-03-01 21:59:23,2014-03-01 21:59:23,0,0,102,2700,1,0,0,0,1,0
241,2012-10-16 13:43:34,2012-11-12 13:43:34,0,0,245,0,0,1,0,0,1,1
242,2013-07-20 12:05:42,2013-07-22 12:05:42,1,0,56,3653,1,0,0,0,1,1
243,2013-06-09 20:13:52,2013-06-13 20:13:52,1,0,7,0,0,0,1,0,1,0
244,2013-03-15 03:08:28,2013-03-17 03:08:28,0,0,154,7202,1,0,0,0,1,0
245,2013-06-02 10:29:08,2014-05-31 10:29:08,0,0,218,9841,1,0,0,0,1,0
246,2014-03-23 05:36:24,2014-03-24 05:36:24,0,0,385,0,0,0,0,1,1,0
247,2013-09-13 15:47:48,2014-05-15 15:47:48,0,0,76,4400,1,0,0,0,1,0
248,2013-06-17 16:24:15,,0,0,9,4551,0,0,0,0,1,0
249,2014-03-20 19:35:33,2014-03-21 19:35:33,0,0,321,6445,0,0,0,0,1,0
250,2013-08-15 22:46:52,2013-08-15 22:46:52,1,1,159,0,0,0,1,0,1,0
251,2014-02-15 05:26:42,2014-03-07 05:26:42,0,0,371,10816,1,0,0,0,1,0
252,2013-09-22 23:54:58,2013-09-24 23:54:58,0,0,50,11361,1,0,0,0,1,0
253,2014-02-14 01:07:14,2014-02-14 01:07:14,0,1,75,2013,1,0,0,0,1,0
254,2014-03-04 19:52:58,2014-03-08 19:52:58,1,0,11,0,0,1,0,0,1,0
255,2013-07-13 01:16:03,2013-07-14 01:16:03,0,0,333,6706,1,0,0,0,1,0
256,2012-08-02 20:35:55,2012-08-04 20:35:55,1,0,137,0,0,0,1,0,1,4
257,2013-07-17 23:44:33,,0,0,191,0,0,0,1,0,1,0
258,2014-05-05 12:12:27,2014-05-10 12:12:27,1,1,278,2557,1,0,0,0,1,0
259,2013-12-05 21:22:27,2013-12-05 21:22:27,1,0,1,436,1,0,0,0,1,0
260,2013-01-13 06:12:00,2013-01-13 06:12:00,0,1,292,0,0,1,0,0,1,0
261,2013-12-15 02:18:54,2013-12-16 02:18:54,1,0,75,0,0,0,0,1,1,0
262,2013-09-22 10:55:17,2013-09-25 10:55:17,1,0,70,0,0,0,1,0,1,0
263,2013-04-17 05:30:21,2014-06-04 05:30:21,0,0,89,1660,1,0,0,0,1,0
264,2012-06-13 02:38:17,,0,0,286,431,0,0,0,0,1,8
265,2013-10-20 20:02:15,2014-02-24 20:02:15,0,0,131,7227,0,0,0,0,1,0
266,2013-08-18 16:45:55,2013-08-18 16:45:55,0,0,178,0,0,0,0,1,1,0
267,2014-05-08 13:55:36,2014-05-09 13:55:36,0,0,213,7756,1,0,0,0,1,0
268,2014-02-22 13:50:52,2014-02-23 13:50:52,0,0,32,0,0,0,1,0,1,0
269,2013-12-28 23:09:44,,0,0,376,0,0,1,0,0,1,0
270,2012-08-18 09:44:55,,0,0,28,0,0,1,0,0,1,1
271,2013-06-13 01:30:48,2013-06-13 01:30:48,0,0,1,2546,1,0,0,0,1,0
272,2013-06-28 05:08:44,,0,0,366,0,0,1,0,0,1,0
273,2012-07-07 08:10:49,2012-07-10 08:10:49,1,0,68,0,0,0,1,0,1,3
274,2013-01-14 10:55:23,,0,0,16,639,0,0,0,0,1,1
275,2014-03-09 18:16:05,2014-06-03 18:16:05,0,0,192,10080,1,0,0,0,1,0
276,2014-01-18 18:11:45,,0,0,5,2610,1,0,0,0,1,0
277,2014-05-11 20:50:44,2014-06-02 20:50:44,0,0,6,4302,1,0,0,0,1,0
278,2014-05-09 18:30:15,2014-05-10 18:30:15,0,0,27,1806,1,0,0,0,1,0
279,2013-04-11 16:49:58,,0,0,92,9265,0,0,0,0,1,0
280,2013-07-23 12:34:21,2014-05-27 12:34:21,1,0,300,1479,1,0,0,0,1,0
281,2013-01-15 03:47:33,,0,0,16,78,1,0,0,0,1,0
282,2013-04-21 04:20:30,,0,0,77,0,0,1,0,0,1,0
283,2013-12-21 03:09:34,2014-06-03 03:09:34,0,0,316,0,0,0,0,1,1,0
284,2013-03-04 08:16:41,2013-03-04 08:16:41,0,0,52,0,0,0,1,0,1,0
285,2014-03-13 17:30:56,2014-03-14 17:30:56,0,0,62,0,0,0,1,0,1,0
286,2013-08-19 02:05:49,2013-08-19 02:05:49,0,0,68,9596,1,0,0,0,1,0
287,2012-12-06 12:45:31,,1,0,40,0,0,1,0,0,1,0
288,2012-08-24 18:46:17,,1,0,131,0,0,1,0,0,1,0
289,2014-01-14 05:13:35,2014-01-16 05:13:35,1,1,185,0,0,1,0,0,1,0
290,2014-05-28 00:17:05,2014-05-29 00:17:05,1,0,254,604,1,0,0,0,1,0
291,2013-04-03 12:14:13,2013-04-28 12:14:13,1,1,3,0,0,0,1,0,1,1
292,2014-05-21 11:12:01,2014-05-22 11:12:01,0,0,12,0,0,0,1,0,1,0
293,2014-05-30 05:28:34,2014-05-30 05:28:34,0,0,0,1430,0,0,0,0,0,0
294,2012-09-15 22:49:45,2012-09-16 22:49:45,0,0,332,5144,1,0,0,0,1,1
295,2012-10-10 22:10:00,2012-10-17 22:10:00,0,0,121,0,0,0,0,1,1,3
296,2014-02-02 15:21:47,,0,0,16,0,0,1,0,0,1,0
297,2013-03-14 10:16:47,2014-06-04 10:16:47,1,0,79,0,0,0,1,0,1,0
298,2013-06-29 08:17:40,2014-05-29 08:17:40,0,0,10,1019,0,0,0,0,1,0
299,2013-06-18 10:32:48,2013-06-18 10:32:48,1,0,55,9039,0,0,0,0,1,0
300,2012-11-09 20:31:39,2012-11-09 20:31:39,1,1,3,11898,1,0,0,0,1,0
